Denalmo west=Migina
Exeludu west=Mesnima
Egodisno west=Amolusnisnu
Exigeno west=Axemixinu
Minolma west=Dolo-A
Dolmasmixu west=Demo
Mixesme west=Mo-Mega
Dasnilu west=Amino-Mo
Modisma west=Asnixixe
Desmudu west=Anasmu
Esnosnu west=Egu-Egile
Agamismo west=Milega
Elmuda west=Egududa
Anesmo west=Asmine
Alelema west=Axasnisnu
Mu-Dulu west=Denexa
Exodu west=Agamanu
Anenasne west=Elosne
Enisnime west=Anusnisnu
Mesnaxo west=Modulile
Musnu west=Modagu
Migexe west=Migusma
Emu-Mu west=Denane
Dodago west=Esnixo
Anigega west=Dulosmo
Denisnu west=Exusno
Emodudu west=Asnege
Agaxalismu west=Amusnilnige
Daxexa west=Alne
Anasna west=Esmemina
Emudanilu west=Anemude
Maxaga west=Milismimina
Elo-De west=Mudimigu
Asmu-Mino west=Eno-Almo
Mudisme west=Agemo
Agexa west=Dusmegimu
Exenaxo west=Agamala
Malisne west=Esnigu
Mixaniminu west=Axosno
Elinosno west=Exemina
Dosmu west=Musnosmu
Dixile west=Musmigu
Musnaxu west=Dusmismigixe
Dolagimismo west=Examusmixa
Eginaga west=Ege
Egulmu west=Exolnu
Dilanilu west=Dalaxinu
Dimo-Da west=Exolale
Axexano west=Migaligu
Milno west=Amelolilinigo
Dinagixo west=Agimesno
Esmixu west=Aximesna
Dolusme west=Egaxilnila
Ageno-A west=Axodula
Esmiximu west=Dexosna
Dixeliga west=Exigeno
Almisma west=Mo-Mame
Dasmudisne west=Agaxodilnu
Mago west=Mamo-Mu
Mesnige west=Mana
Memixime west=Musmisnigilmila
Almu-E west=Denosna
Esmima west=Malmu
Milimixe west=Mu-Damu
Alno-Mismu west=Mino-A
Dolisne west=Alima
Dolilo west=Anosmixa
Do-Du-E west=Axixixa
Enisna west=Malamismu
Danasmu west=Aganosno
Mosnexige west=Dusnimilu
Menolma west=Agala
Aludaga east=Esmolo
Enesmilu west=Egegu-Minu
Mosmismu west=Asmolme
Emo-E west=Megalnixixe
Exelisne west=Dinusne
Enu-E west=Anolimu
Emodusmimu west=Dodago
Migismo west=Emimalo
Axagaxo west=Dige
Enudolo west=Dosnismismigima
Elmulo west=Elexodu
Maxo west=Magudo
Dinixe west=Mimalna
Anelaxo west=Mo-Manu
Digudilino west=Diniga
Dosmamo west=Milmixa
Misninu west=Daname
Dismudilixu west=Delo-A
Asniga west=Damula
Anemesmo west=Migusmo
Mixulmu west=Milemu
Mo-Miga west=Asmolo
Maxalu west=Mamole
Dulolina west=Ego-Esme
Enudega west=Agaxo
Emigulino west=Alnage
Mosnolo west=Megilo
Axinuda west=Agilno
Asmesma west=Dalu
Demixu west=Dodesno
Dudusna west=Enigala
Dimanilu west=Melosnu
Dudalma west=Exodama
Anemasno west=Delne
Dasno-E west=Alu-Me
Esno-E west=Agegu-Mu
Amamino west=Dasmu-Mu
Ego-Mige west=Do-Egimo
Demusmila west=Dimismu
Mosmuda west=Melimu
Molosme west=Minusna
Mulanilu west=Du-Dalno
Dudimu west=Exixu-Mo
Maxelo west=Danesna
Deludima west=Alnila
Alaxine west=Meluda
Delo-A west=Aninaximu
Dano west=Musmago
Mamelno west=Esmala
Emenu-Me west=Daguda
Dasmixa west=Elelnixa
Elosmo west=Elagexo
Egenago west=Enodesmo
Manu west=Dinaxiligo
Modosnu west=Migaga
Mosno-E east=Dinesnu
Emasnilo west=Elusmo
Mismime west=Dexalilmo
Axixaxe west=Asnulisne
Melemo west=Enu-Exe
Emasme west=Musnodo
Elnilna west=Megodilo
Axenusma west=Emego
Axe west=Digalnu
Do-Emimo west=Doleme
Axinana west=Exegu
Esmamu west=Enilolmo
Dolmime west=Esmego
Emelo-E west=Migulixa
Dinisme west=Emelu-E
Mamodigu west=Enilmo
Maxine west=Dusnanu
Exilaxu west=Mimegu
Digino west=Elnamima
Dilelu west=Menole
Minexa west=Mago
Amagago west=Minasmilmu
Esnegime west=Desmolu
Emulodisma west=Minosna
Esmilo west=Alma
Mimemixu west=Agudigisne
Egesmo west=Esnela
Agelnilinu west=Migude
Egudege west=Disnelilnilnu
Magina west=Digexe
Miligixu west=Animolme
Esmu-Du west=Mudigisnino
Melimime west=Modulne
Anosme west=Mamixe
Dagu-Mu west=Enolaxa
Deginigige west=Animimu
Desnelu west=Mageme
Megame west=Amaxudo
Mesmanila west=Mo-Dixu
Degamo west=Enu-Agu
Mesmino west=Musnasme
Animu-A west=Memimigu
Asmusnixe west=Egasnu
Dexamo west=Ememusmiga
Dolno west=Mamela
Anilema west=Enilo-E
Malo-E west=Egulosme
Aludalu west=Maximu
Dulo west=Dimusne
Dimigu west=Alexixo
Exusno west=Mo-Dano
Aginudu west=Dino
Dasnasmisno west=Exagaxe
Ememudu west=Dudega
Elmo west=Migamu
Musmixigu west=Mexexu
Desnagixina west=Do-E
Anegudo west=Dexolu
Molixo west=Dodemu
Dexosnino west=Disninu
Damenu west=Masmeme
Axegigu west=Amodaxa
Anolulmime west=Emusmo
Megasmu west=Alo-Elu
Memulixo west=Dasmimu
Daligimu west=Masnuda
Du-Demimo east=Asnano
Mude west=Enaxamixa
Anexe west=Molmudisma
Masmiga west=Emodosno
Ago-Agu west=Molana
Aximu-Digismila west=Emu-Milnu
Emixexa west=Egegusma
Menemo west=Axanasnigixime
Mexesnu west=Asmusmo
Enolno west=Esmo
Mememu west=Mexusno
Dixilna west=Melodisma
Esmolnismo west=Agudosma
Emilnigu west=Esnolu
Mu west=Dudesme
Amixe west=Asmesmu
Melmala west=Ano-Ane
Dusnu-Dixa west=Musnaxe
Masnega west=Mesnilo
Mixulme west=Dixiligixa
Alulalima west=Mududo
Anexu west=Enodusmo
Enene west=Eximo-E
Elalolnixisnisme west=Agodisno
Axelesmiga west=Agagode
Manexo west=Damolno
Asmulo west=Elme
Egulema west=Menamigu
Megale west=Elela
Asmelixu west=Molmulige
Emanode west=Do-Megina
Exexo-Me west=Dulu
Anusmo west=Dememu
Exodama west=Da
Axaxaga west=Elamimimiligiga
Do-Dolu west=Mudasnu
Dusmusmo west=Exana
Egelesmu west=Dana
Aminoda west=Alilo
Dismo-Me west=Agodimo
Dasmu-Mu west=Masno-E
Mamodo west=Danixina
Egamusmo west=Enisne
Mulage west=Daxesmo
Elmolixe west=Exaxaxo
Modusna west=Asmu
Mamalme west=Exelena
Dolexu west=Amixagila
Esmasna west=Esnama
Dolmodo west=Do-Digu
Disnodo west=Mamismimo
Molaxe west=Dismasno
Esmu-Me west=Dismine
Exelasnu west=Axigismu
Dageno west=Damaxo
Menilo west=Menu-Do
Modalne west=Dusmo-E
Dismexe west=Dixilna
Agesme west=Anigulma
Mulme west=Analosma
Egulixu west=Exigude
Mo-Enu west=Daxola
Denemilo west=Emagilnu
Egamexina west=Dosmexixigu
Dodulo west=Amusno
Mimalo west=Mosnine
Alnulu west=Elilna
Exegu west=Asmule
Megesmu west=Mosmisme
Exasno west=Mudo-Mimo
Agosnime west=Esnixe
Mixana west=Egesmo
Daxo west=Delo-E
Mixinige west=Enegasme
Digo west=Esnisnixe
Aminu-Du west=Milmale
Enemisna west=Mu-Exa
Dusnu west=Dinosmu
Agamode west=Anasmigu
Mixago west=Miganu
Mulmo west=Daxima
Agamele west=Elmelo
Desmalu west=Amilosno
Emu-Exa west=Mimagixa
Dasmigu west=Egelesmu
Dismuda west=Asnelu
Axu-Do west=Enu-Esma
Magasne west=Dolulmo
Dagismo west=Egulniximu
Mala west=Dasmine
Elmalisma west=Du-Emiga
Mesnegu west=Migixo
Diliga west=Dalmu
Mudusmu west=Exigolu
Asnosmu west=Exeludu
Emudexu west=Magiga
Egasmo west=Desnanu
Axu-Ma west=Do-Alu
Anudisniga west=Delegu
Esmo-Ma west=Modo-Dimilu
Exinasnu west=Elagode
Almismo west=Anaxamo
Dimosna west=Dagama
Anu-Asmu west=Elo-Mu
Enesna west=Damana
Anilasnu west=Dismodu
Maximu west=Dimexe
Anosno west=Denasme
Elanasmiga west=Enu-Elu
Esmene west=Agemaginiga
Memesnino west=Delasmimixu
Degismigismo west=Dimosme
Daxode west=Alelu-E
Modixa west=Dale
Axena west=Dudodo
Maleno west=Mo-Eno
Menolmo west=Mudu
Manigu east=Masmolne
Exalmu west=Molasnina
Mosnudu west=Dima
Elinudo west=Digagu
Dagudo west=Elodige
Egegilu west=Danole
Esnu west=Alaxo
Analaligigisma west=Demalmo
Eginu-Dilnilma west=Dimana
Exodale west=Dosmode
Emodosno west=Emana
Axisnina west=Mixama
Mu-A west=Mixene
Agaxoda west=Mimu
Megagila west=Emolosmu
Dinagu west=Anilosna
Emilo west=Dudolne
Dixilmiga west=Amaxa
Amilala west=Moligu
Elodismigixo west=Do-Dexo
Melixe west=Dasnulno
Axemixo west=Mixino
Anagiga west=Asnalime
Agudosma west=Mo-Dalmiga
Amodolixo west=Emulegu
Denudo west=Du-Emine
Esmina west=Masnusma
Mesnexe west=Masmudisme
Dixodu west=Enilosne
Anu-Alu west=Emudexu
Maxeno west=Minima
Dudusnu west=Dimesme
Doleginigila west=Mele
Egine west=Anudenige
Dusmu-E west=Mexo-Misnu
Elosmilu west=Menagile
Mimesno west=Exisno
Agismu west=Dulmamo
Egemala west=Aganudixo
Mo-Disna west=Egelele
Dosmosme west=Amo-Mo
Musmolo west=Anilnu
Dulnu-Mo west=Do-Aga
Delnusmu west=Masne
Misnesmo west=Migilna
Mudasnu west=Dulenilo
Disnosna west=Mosnaga
Axisno west=Danismu
Alilo west=Agininu
Dasmosma west=Emolaga
Axexisnu west=Masmodo
Dolosna west=Dodola
Mosmame west=Esmalu
Mego-Mo west=Mixudu
Asmo west=Egilnino
Dudine west=Mamasno
Dodudu west=Elolnu
Agagesme west=Manolisnilo
Elega west=Dudusna
Axu-Me east=Do-Eno
Melamimile west=Maxoda
Esmesna west=Maxe
Amigu-E west=Exixama
Emilemigo west=Amolnisnismo
Disnago west=Musnodu
Enusmo west=Emosne
Anoludimu west=Molalma
Degulninu west=Aganu
Du-Miginismo west=Milegigimilu
Exudu west=Malelna
Emaxosna west=Egago-Dixa
Agigulixo west=Mu-Me
Anigulma west=Danile
Musnego west=Asmu-Do
Alemulnu west=Demegisme
Demega west=Elnixe
Elo-Ego west=Axulnu
Exigo west=Almige
Mimo-A west=Danamu
Alexu west=Manodo
Alalnimismu west=Dudalma
Emu-Du west=Axiximisnu
Examusmu west=Elesmu
Milesnu west=Amesminu
Dudaga west=Emagame
Dulosmo west=Aminexa
Dinosmu west=Amodile
Enude west=Asmu-E
Mamixigilu west=Masnelu
Elodamixu west=Elisminu
Desnaxa west=Enimuda
Desnena west=Dexu-E
Alanamo west=Amosmu
Ana west=Melu
Anesno west=Dexodo
Megulo west=Asmalo
Dexilnile west=Elixage
Mosmu-Mo west=Amaxisma
Anasnimo west=Examilu
Doda west=Esnasma
Amu-A west=Exexesno
Agagode west=Du-Egu
Agasma west=Mismega
Agexu-Ma west=Dulu-Da
Asmo-Du west=Dasnode
Dinosnigo west=Almu-E
Alnagu west=Dusmilnigu
Agego-Misna west=Mexo
Axexesna west=Dudo
Exolnisme west=Menage
Malisnina west=Elneliline
Mimu-De west=Exixo-Me
Emanisne west=Esmesna
Agusma west=Dismemiga
Esnegine west=Amolo-A
Dosnodo west=Dudilo
Eninodu west=Exo-Almo
Dagula west=Exo-De
Anelniga west=Alasno
Denena west=Do-Dinu
Dilosnisne west=Alnudo
Dolena west=Elinosno
Alimu west=Dixage
Agolo west=Mosnu
Modismo west=Axu
Amixixa east=Eninesno
Alagagimo west=Mosmilna
Dodalno west=Daxila
Alnode west=Digu-A
Agemilo west=Axusna
Desnamu west=Diname
Magu-A west=Emu-Do
Menosmo west=Mimu-Mixe
Musmexine west=Malnago
Danuda west=Enixixu
Mo-Dimo west=Agodigo
Mu-Axe west=Mismode
Daxigu west=Maxalu
Mo-Ana west=Moda
Do-Ena west=Esninixilmo
Enixamu west=Eludalo
Menaxo west=Molenile
Dinexo west=Musnaxu
Do-Dude west=Do-Memo
Digusmisnilna west=Mesmaxo
Meno-De west=Masmaxa
Dasnulno west=Melismu
Eninu west=Anudiligo
Do-Anisma west=Alenu
Dixaxu west=Dexamo
Dimosme west=Du-Ame
Amolemila west=Dagalu
Eno-Axa west=Melena
Amolno west=Aneno-De
Mixodigu west=Dasnemisne
Dexudine west=Du-Minu
Mimagimu west=Enigemimo
Danina west=Axo-De
Mima west=Mu-Amo
Dimosnixe west=Demo-Mo
Mimasmu west=Mulemilu
Alnama west=Mulanilu
Digelo west=Elmismixu
Dinalisno west=Dexusna
Milmalna west=Deludima
Asmemo west=Megigima
Mexilmo west=Musnema
Egalalimo west=Mo-Me
Enimima west=Mu-Agu
Exigolo west=Denene
Amolana west=Elnodu
Dimele west=Dolmamo
Asnene west=Axudenu
Anilanu west=Mosmale
Manana west=Amexola
Disnode west=Agixo-A
Exaxulma west=Mismixa
Esmu-Ma west=Agino-A
Mo-Elo west=Deme
Dagolo west=Dimelmino
Agodu west=Dusmudino
Modisme west=Modigima
Alo-Ma west=Amalno
Melusmina west=Dodima
Desname west=Enanusne
Esnege west=Axigesma
Dalilu west=Exigesnixixixilu
Mego-A west=Denexo
Alinosme west=Magago
Agelmu west=Enolalu
Dolmesmu west=Manolno
Elaneno west=Mulnalo
Alaximo west=Elegimisnilno
Migexa west=Egode
Asnula west=Elosna
Enodu west=Dudininime
Emigu west=Mexasnu
Modiga west=Demego
Dalnulu west=Asnego
Emegalu west=Amaxage
Axesne west=Emegaxiga
Maxele west=Mololnu
Du-Alna west=Degino
Exinulnilo west=Agelnilinu
Alixu west=Mudema
Egiganisnu west=Enanego
Misnama west=Asnusno
Amixexilo west=Mima
Egodudo west=Mixosme
Esmage west=Amulu-A
Mulmu west=Elemilo
Enililisnimu west=Almegismisna
Dulosmixu west=Minele
Masnelu west=Esmosnu
Egalme west=Dixolno
Elmodo west=Axismilno
Duludu west=Axenusma
Asnodimu west=Exanude
Alnasme west=Masmalu
Dalemo west=Emanelo
Dalu west=Elaxisme
Asmane west=Axexesna
Exosnigo west=Dusmago
Asmodinu west=Mo-Degigisne
Dasnolno west=Anolna
Dosnine west=Dexemisnu
Emenilisna west=Dexesma
Masnana west=Dusmesne
Elalixima west=Agusme
Dodolmu west=Esmu-Ma
Mesniga west=Dineno
Mudismu west=Agoda
Ano-Exixo west=Malnanisna
Egixusmu west=Deno-A
Exismiga west=Mino-E
Menene west=Mismasmu
Danalilmu west=Amexe
Mamixilu west=Exu-De
Megegu west=Amimusme
Minusme west=Mosmimu
Malmisma west=Dosnaga
Mexilu west=Dasnilnimo
Exo-Almo east=Eninodu
Mamila west=Exo-Dimo
Exu-E west=Enasmu
Masnola west=Emimima
Dinaxe west=Mamaxila
Agesna west=Emu
Egosnimu west=Dodage
Melo west=Anigime
Egosnu west=Diga
Alo-Du west=Miminu
Malelmu west=Anixenu
Dismu-E west=Emolme
Mu-Dusna west=Megasnu
Exiligu west=Esnesmino
Migina west=Mesmexa
Ago-Ale west=Elna
Egamudixa west=Du-E
Elmisme west=Exenaxo
Asnelne west=Dalime
Du-Mila west=Mixaniminu
Memiga west=Anexu
Egudulo west=Exagule
Molasno west=Elulismu
Modaga west=Desnesne
Agana west=Axismisne
Memula west=Du-Ago
Asnelinu west=Alnaga
Mimuda west=Emudisna
Amamulnu west=Do-Daga
Asmesme west=Dinagixo
Maxena west=Eninixo
Alenu west=Dudusmixa
Enaxamo west=Minisme
Esmismo west=Amodino
Enelo-A west=Exo-Ma
Daxagu west=Dodasnisme
Mamaximu west=Alu-Mo
Asnixu west=Esneme
Disnimu west=Mesnige
Mosmu west=Memismu
Mesmalu west=Esnesmo
Axilu-Minilmo west=Mosmexismisna
Daxulnimu west=Agulesmo
Dasnalo west=Esmimo
Mudelne west=Dilo-Mimu
Agexixu west=Elu-Ago
Axalu-Mo west=Mosnaxe
Disnu-Da west=Emolosnige
Mismemu west=Mosmilma
Amo-Mo west=Egudesmisma
Enexasnile west=Mudana
Manu-Mu west=Mosnelna
Desnosnu west=Mexosna
Dolexo west=Mulmo-E
Egu-Dino west=Dinaxe
Dodele west=Mismexu
Modolmu west=Mimiga
Mudalu west=Danu-A
Minaga west=Dodala
Amexola west=Migodo
Dimimilmigu west=Migage
Amimosmixe east=Axanu
Agexisnimo west=Eganelu
Degasno west=Mamosna
Malo west=Egegine
Asnolnu west=Elosnismo
Mismu west=Megamo
Agu west=Denimo
Do-Axinu west=Elulme
Axa west=Mo-Exixe
Anenudo west=Anu-Ane
Modalu west=Dosmime
Malage west=Emismo
Muleno west=Anememima
Milega west=Axulu
Elamo west=Masmudime
Axigesma west=Molisno
Agosmisma west=Enimusna
Agigode west=Du-Daxe
Agudo west=Enigine
Axusno west=Aligiga
Exegusnila west=Denolme
Dilolnu west=Almexa
Anelusnu west=Alalu
Anigude west=Musmixu
Misno-E west=Do-Maxo
Mo-Moda west=Minelmisnu
Egesma west=Miludo
Maxulnisme west=Degimu
Mosmismimo west=Elanude
Amilela west=Mamudo
Egisna west=Exodamu
Anudeginu west=Egelesme
Enanego west=Elasme
Dimu west=Dolame
Egodosna west=Eligegisnu
Anesna west=Dexoda
Megama west=Esnesma
Mo-Mismisne west=Enixinu
Egalmima west=Exodela
Minamisma west=Megusne
Exu-Mu west=Alulu-E
Axinema west=Manigixe
Dageligo west=Esnusno
Exagosme west=Enuleno
Exixamu west=Exigu
Mulmulmu west=Enelmixe
Dasnigo west=Enesma
Ano-Mu west=Du-Dima
Enosne west=Minaxu
Desna west=Anamago
Desnanu west=Milexiginu
Modu-Diga west=Digime
Manenu west=Emaninu
Elulisma west=Mismime
Elma west=Exasme
Mimimu west=Eginega
Masmosmu west=Amagemu
Mosmisniga west=Elmaxu
Du-Dagu west=Melemo
Agigigu west=Daxele
Deneno west=Agulo
Deno-A west=Alnuda
Emixusmo west=Elo-Ene
Minule west=Asmimismu
Anodigo west=Amelelmu
Mu-Ago west=Mo-Mo-Mimu
Aginaga east=Mulnu-Ma
Muda west=Amamile
Alnilmigixismixiga west=Enexiligo
Musnola west=Esnana
Dalmoda west=Amuda
Amasnilu west=Molu-E
Egusmisma west=Dudu-E
Modolu west=Elusnigisne
Digeme west=Esmila
Dulme west=Mimemixu
Masmalino west=Elinagimigu
Agolmu west=Megu-Da
Elmege west=Alolamo
Axilesme west=Alo-Emu
Esmodime west=Miligixu
Esmosme west=Eminixu
Agismo west=Dismigo
Asmu-Du west=Memime
Degasma west=Milnagile
Desnode west=Molmosmo
Desmilo west=Exesnu
Memisno west=Aximino
Dusmelo west=Mixodine
Dixaxo west=Dexame
Anosmixa west=Du-Ama
Asmula west=Dagele
Mosma west=Dosnaxo
Elasnixo west=Amemaximo
Dismesnisme west=Musnixe
Enasmo west=Eligige
Asmosmu west=Malo-E
Elusna west=Alile
Dolegu west=Axu-Mile
Dulodu west=Dusnulnu
Enelno west=Daxame
Melisma west=Dimixinisnu
Mosmalmu west=Aginudu
Alosnisma west=Exodimu
Mo-Mu-E west=Agimo-E
Exulode west=Dinu-Mixe
Ego-E west=Dulna
Ano-Anu west=Enudisne
Agisno west=Deneno
Dexo west=Dodelu
Eganamilima west=Mulnudismismino
Memodu west=Asnilnimu
Alenulno west=Elo
Axusme west=Dalela
Egudesmisma west=Elmilna
Elolesme west=Denalmo
Axila west=Demamino
Mulesnismu west=Diminu
Modolilmu west=Dudaxu
Mixesmu west=Agageximo
Milmusma west=Menemo
Mu-Aga west=Dinale
Axina west=Egolusnixo
Milolo west=Musmexe
Emosmu west=Milnude
Esnega west=Alemulnu
Dimina west=Elegosmimila
Migaxo west=Anusmimo
Aminesmu west=Magudu
Malme west=Amasnixe
Mimale west=Magele
Exodegu west=Esnena
Musno west=Mosmegiximo
Dosnixu west=Musminina
Dalmagixo west=Mixudine
Enodo west=Dodosnu
Delexa west=Do-Dinimina
Dolemo west=Modasmu
Alosnisnisnixo west=Asnega
Maxinu west=Exinelige
Du-Daxe west=Dalnosnigo
Elmana west=Eginu
Manulu west=Axenosmo
Modesmimu west=Eginusna
Misname west=Molage
Mesnilnixa west=Anusmo
Enixo west=Dusmodixa
Daxixa west=Du-Exu
Dalosmu west=Eno-Emo
Misnegu west=Dolaxu
Dilole west=Amodano
Digexe west=Emexege
Enolelo west=Mosme
Miga west=Masnisne
Esmelu west=Desmu-Mu
Malnenigu west=Dalolna
Amodixa west=Asnudo
Esmu-E west=Manana
Do-Agu west=Masnodo
Enu-Du west=Dimigo
Mismusmo west=Magexiga
Amusmo west=Esmelmismo
Mamame west=Digixu
Elno west=Elolesme
Exinoliga west=Enanu-A
Esnusno west=Eleligo
Dimosne west=Elnasnime
Agalmilixo west=Esmu-Me
Exigega west=Agemino
Alosmu west=Dusmola
Milexiginu west=Anesme
Amisna west=Examaxa
Exusnixu west=Dilimigisno
Mu-Minu west=Mesmega
Enodemo west=Mu-Dosma
Modolmo west=Asnina
Malena west=Mo-Enu
Elu-Ago west=Amasne
Dexolu east=Anegudo
Mamilu west=Amudimixo
Mixaxu west=Dime
Mesnago west=Mesmimixu
Mixudu west=Egimexe
Anodu west=Alesmo
Damusmiga west=Almosno
Melnaxigine west=Molmismu
Dusmo-E west=Dudola
Elalode west=Ago-Da
Exisnu west=Elmana
Menulmo west=Dixina
Exaxole west=Anaxudu
Enexolo west=Emimexa
Doligo west=Agamode
Mexo-Du west=Elne
Duludigu west=Mixago
Mimo-E west=Mexegimu
Dosnixixe west=Enigoda
Asnige west=Milaximo
Delosnu west=Du-Dalu
Elinagimigu west=Milmima
Mulamu west=Elminino
Modage west=Digenu
Disnela west=Desnegigisno
Asnola west=Egosmu
Enola west=Melnudima
Dolmexe west=Emalnu
Alusninu west=Anesnu
Alamane west=Dusmo
Mu-Demigu west=E
Danixu west=Minasnu
Agodisno west=Animusninu
Maleme west=Mimasna
Exu-Asma west=Mixelnime
Mu-Exe west=Exodame
Meninilmo west=Almula
Damexa west=Exinasnu
Axaxo west=Egodila
Misnima west=Mememixe
Eligige west=Dolnelo
Mesnisnu west=Anilasnu
Axanulixu west=Megesma
Dudalixine west=Anosno
Damegimo west=Elmolo
Enesne west=Mexilu
Dudimo west=Mosmige
Elasmu west=Mimismu
Dageme west=Anisne
Mexinisno west=Magaxa
Dusna west=Modenu
Egexila west=Animudu
Danu west=Dolulu
Minalo west=Exodudilo
Dulna west=Dudala
Dagegila west=Dagudo
Alaxilu west=Axismo
Dudina west=Agixule
Mexene west=Esnu
Misnalnu west=Dosnosne
Do-Digu west=Amege
Agalemo west=Moduda
Damaxa east=Mo-Esna
Dusmu-Mo west=Axisnina
Daxa west=Exodusmo
Amagemo west=Minixo
Alixegu west=Analalme
Demimu west=Denaminu
Mamegixa west=Emile
Amemosno west=Molnilno
Masnuda west=Amimilo
Dudixe west=Dixole
Degu west=Enixode
Agano-A west=Emismu
Elalexe west=Misminilnu
Enaxixa west=Axu-Dine
Mesmulu west=Alusmimixa
Exigude west=Maginu
Damudu west=Esnixisne
Emodilu west=Maxele
Magalno west=Modimisma
Magele west=Dismo
Axixana west=Dexisme
Elismo west=Manode
Dosnudo west=Mo-Daga
Egolma west=Maxeno
Amolago west=Degule
Axasmu west=Eganolmixisna
Dudage west=Mimulina
Dulola west=Dilmime
Axenosmo west=Dasmula
Demama west=Exu-Ema
Emele west=Alnesme
Mesnina west=Elmina
Anexusmu west=Egudulmismo
Daxima west=Esnu-Me
Exinima west=Axegu
Masmaxe west=Ago-Eme
Denamu west=Mu-Damimu
Dululigo west=Emosma
Denosmo west=Mamoda
Dodusna west=Dolma
Asmu-Me west=Axalnino
Emudolu west=Mename
Do-Mo-A west=Dolosna
Enenile west=Emenilisna
Agodisme west=Esnodigu
Eminuda west=Ego-Axo
Migudima west=Dodude
Asmudisnu west=Dixusno
Magexiga west=Dismelu
Molelmixiximinigixu west=Dasmege
Amo-Digu west=Aleninu
Danu-Dininu west=Enegesnu
Du-Dolnu west=Emenaxixixu
Agaga west=Mixudimismo
Elnasnime west=Mudino
Amesme west=Doludixa
Mesnemu west=Amigu-E
Esnulu west=Anilolinige
Dagule west=Exo-Da
Digige west=Eno-Du
Denene west=Egasmigo
Enu-Elu west=Mixige
Deligu west=Damamile
Amo-Milne west=Milesmu
Alelmo west=Alelo-A
Agolo-Mima west=Axe
Axego-E east=Asnana
Dudelo west=Emesmino
Melolo west=Dimude
Dusmolnina west=Anu-Esnu
Egixixo west=Axusne
Anigo-Me west=Axago-Du
Esmame west=Dalmixigo
Dusminu west=Dudu-A
Meneme west=Dilisno
Mudulu west=Milesnu
Digude west=Anagode
Agimixo west=Agamimino
Exaxalo west=Amixagisna
Daguligu west=Delile
Emimexa west=Axo-Exisne
Mulegilixu west=Milulixinu
Amamilu west=Dagemimu
Alusnile west=Alelodu
Anigilu west=Daloda
Asnesno west=Dosmulnu
Molnasno west=Dudema
Du-Dalu west=Esmoligigo
Eneno west=Mo-Mudo
Mexiga west=Elnudo
Mesmanu west=Manale
Dilimigisno west=Modulo
Digasmine west=Egesna
Daminisnigu west=Elininismu
Enudulu west=Emusne
Emalila west=Mesmalme
Agesnisne west=Mesmalu
Dexagu west=Dolixa
Emino-Do west=Agego-Misna
Anegigu west=Mu-Eme
Dasmele west=Dilolima
Enelna west=Esmolixo
Emegule west=Dixega
Amusme west=Exilne
Dulusmilo west=Dilne
Emusna west=Exaxelu
Agodesmo west=Danixine
Daneline west=Asnamixe
Duleno west=Egulige
Delu west=Denena
Anixenu west=Musma
Misnisno west=Maxasne
Diganile west=Egusma
Dismolu west=Molesmu
Egaminu west=Mesnimo
Modenu west=Amelo
Alusnixe west=Exu-Du
Elosmimo west=Exodene
Agulime west=Axeleno
Delnuda west=Desnamu
Anodudu west=Memamu
Dusnixo west=Axudixo
Molo-Ma west=Elnu-Da
Aludamu west=Enixixismiga
Emaxu-Mu west=Milego
Amosnima west=Degasnu
Agemene west=Mamodigu
Dusnimilu west=Malisnime
Elilu west=Du-Esme
Alaximigo west=Desnesmo
Mo-Mosma west=Anasmo
Minimixixe west=Mosnino
Enalna west=Dudismo
Amilu-E west=Agagelo
Megesma west=Exo-Mixe
Asnulo west=Dexasma
Dodagu west=Esnixa
Mixusme west=Dudelu
Enixelo west=Almalo
Dosmo-A west=Eno-Axa
Mixu-E west=Exu-Alisme
Enexu west=Dusmasme
Anexulu west=Dudo-E
Mulige west=Maxulnisme
Agalulimu west=Mudeme
Emolino west=Esmudinisma
Minodu west=Mime
Asnusmu west=Minigu
Emusmu west=Dimemu
Egimagu west=Mosnexu
Dixilo west=Memolo
Du-Mo-A west=Disnegu
Axesminilmo west=Esmosno
Daxesnilo west=Esmelma
Molagu west=Musmu
Dudismu west=Demesnu
Musmege west=Amisnu
Axanine west=Dela
Anulna west=Dolmodo
Dulmemu west=Mesmusmo
Esmixo west=Dimiga
Manelile west=Ano-Mu
Anixexo west=Exilno
Ego-Ma west=Emexexe
Dilaxu west=Disnode
Aniga west=Modode
Modu-A west=Aximo-Me
Masmesma west=Minolma
Alagege west=Alulelme
Misnismimilo west=Agode
Dudo west=Enexixu
Magaxila west=Egixano
Emulmo west=Egosmo
Dimilisma west=Enu-Me
Elenismu west=Malamu
Mixo-Me west=Menosmila
Alige west=Alelema
Dulenilo west=Migalixu
Esnolna east=Degosnine
Mosmaxe west=Dexenu
Dulisna west=Exosnilo
Mosnismilinu west=Mixo
Daguda west=Du-Mele
Agesne west=Asnesninixu
Dixolinu west=Manexixa
Asnala west=Almaninu
Asnixixe west=Dudolo
Agemamu west=Denisnu
Melnula west=Mixu-E
Dusnodo west=Du-Alna
Emexeno west=Emano
Dexino west=Muliga
Amexanu west=Elo-De
Amiximine west=Dinigu
Megosna west=Mudisme
Dulasmo west=Amaxo
Agosmimu west=Musmode
Eludila west=Emo-Mu
